City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,duncan,34.5023,-97.9578,8.12,61,0,5.66,US,1674678476
278,samoded,63.6083,40.5111,1.49,98,100,6.94,RU,1674678477
279,constitucion,-35.3333,-72.4167,19.24,55,0,8.55,CL,1674678477
280,alice springs,-23.7,133.8833,24.75,61,98,0.0,AU,1674678275
281,ayan,56.45,138.1667,-25.03,69,40,4.02,RU,1674678478
282,agra,27.1833,78.0167,16.85,83,96,0.54,IN,1674678479
283,santa luzia,-19.7697,-43.8514,24.08,91,20,4.63,BR,1674678479
284,chara,56.9064,118.2631,-31.39,82,99,0.84,RU,1674678480
285,gotsu,35.0,132.2167,1.22,73,100,4.17,JP,1674678480
286,huarmey,-10.0681,-78.1522,24.43,71,39,4.41,PE,1674678480
287,taoudenni,22.6783,-3.9836,22.43,11,92,3.5,ML,1674678481
288,westport,41.1415,-73.3579,4.02,90,100,7.72,US,1674678372
289,te anau,-45.4167,167.7167,14.76,63,69,1.18,NZ,1674678482
290,lixourion,38.2019,20.4314,13.62,84,100,10.1,GR,1674678483
291,isparta,38.0,31.0,3.09,73,1,1.31,TR,1674678484
292,fuerte,17.5381,120.3644,20.44,74,6,3.61,PH,1674678486
293,vestmannaeyjar,63.4427,-20.2734,4.97,68,100,4.39,IS,1674678488
294,bintulu,3.1667,113.0333,25.23,94,20,1.54,MY,1674678489
295,tucumcari,35.1717,-103.725,3.86,44,75,2.06,US,1674678490
296,hervey bay,-25.2986,152.8535,24.5,77,99,1.13,AU,1674678492
297,hirara,24.8,125.2833,17.2,62,100,3.86,JP,1674678494
298,mahon,39.8885,4.2658,9.31,81,75,9.77,ES,1674678279
299,port-au-prince,18.5392,-72.335,30.79,40,20,4.12,HT,1674677913
300,devils lake,48.1128,-98.8651,-9.94,85,100,4.63,US,1674678500
301,lata,40.1629,-8.3327,6.71,78,0,1.69,PT,1674678504
302,verkhnevilyuysk,63.4453,120.3167,-45.48,100,100,0.56,RU,1674678508
303,verkhoyansk,67.5447,133.385,-43.31,97,100,0.75,RU,1674678512
304,vao,-22.6667,167.4833,26.69,83,1,3.78,NC,1674678515
305,alihe,50.5667,123.7167,-32.54,99,91,1.04,CN,1674678516
306,tomatlan,19.9333,-105.25,30.18,35,36,4.2,MX,1674678517
307,porto nacional,-10.7081,-48.4172,29.0,73,80,0.48,BR,1674678517
308,lichinga,-13.3128,35.2406,17.11,96,100,0.79,MZ,1674678518
309,oranjemund,-28.55,16.4333,16.66,82,0,7.62,NA,1674678518
310,imeni poliny osipenko,52.4201,136.4853,-26.52,95,100,1.96,RU,1674678520
311,quang ngai,15.1167,108.8,18.04,91,34,2.49,VN,1674678521
312,meulaboh,4.1363,96.1285,23.3,87,100,1.68,ID,1674678521
313,arman,59.7,150.1667,-17.68,80,100,6.06,RU,1674678522
314,ko samui,9.5357,99.9357,26.88,64,100,6.34,TH,1674678522
315,arraial do cabo,-22.9661,-42.0278,27.98,69,40,4.12,BR,1674678305
316,geraldton,-28.7667,114.6,19.23,82,51,3.09,AU,1674678523
317,axim,4.8699,-2.2405,26.95,84,0,3.75,GH,1674678525
318,santa isabel,-23.3156,-46.2214,27.84,77,25,3.99,BR,1674678525
319,klaksvik,62.2266,-6.589,3.51,78,100,10.98,FO,1674678526
320,dongli,23.5656,116.8194,9.99,71,100,1.0,CN,1674678527
321,umkomaas,-30.2067,30.7978,20.93,81,100,2.4,ZA,1674678527
322,teya,60.3778,92.6267,-29.91,100,100,2.05,RU,1674678528
323,faya,18.3851,42.4509,11.06,72,1,1.99,SA,1674678528
324,pop,40.8736,71.1089,-5.73,67,57,1.69,UZ,1674678529
325,kralendijk,12.15,-68.2667,28.99,61,40,7.72,BQ,1674678529
326,derzhavinsk,51.1,66.3167,-16.91,95,73,5.79,KZ,1674678530
327,touros,-5.1989,-35.4608,27.25,67,0,7.1,BR,1674678530
328,sabang,5.8933,95.3214,26.57,77,100,5.38,ID,1674678531
329,saint-francois,46.4154,3.9054,1.69,93,100,4.12,FR,1674678531
330,monrovia,6.3005,-10.7969,26.87,89,94,5.27,LR,1674678470
331,kristiansund,63.1115,7.732,5.36,87,75,3.6,NO,1674678532
332,hasaki,35.7333,140.8333,-3.21,35,5,4.82,JP,1674678533
333,thompson,55.7435,-97.8558,-18.91,71,20,3.09,CA,1674678448
334,victoria,22.2855,114.1577,14.41,74,13,3.58,HK,1674678489
335,kavieng,-2.5744,150.7967,27.22,75,100,3.23,PG,1674678534
336,warah,27.4481,67.7978,10.44,20,0,2.7,PK,1674678535
337,bereda,43.2686,-7.5406,5.23,86,51,2.42,ES,1674678535
338,biak,-0.9131,122.8766,24.46,82,99,2.0,ID,1674678536
339,lima,-12.0432,-77.0282,27.14,54,0,6.17,PE,1674678280
340,taksimo,56.3444,114.8794,-27.3,98,100,0.33,RU,1674678536
341,talnakh,69.4865,88.3972,-19.89,96,100,7.3,RU,1674678537
342,concordia,-31.393,-58.0209,38.16,18,100,3.02,AR,1674678537
343,clarence town,-32.5833,151.7833,22.14,92,4,1.08,AU,1674678538
344,martapura,-3.4167,114.85,24.05,100,100,3.09,ID,1674678538
345,hofn,64.2539,-15.2082,1.89,63,100,2.77,IS,1674678539
346,mangan,27.5167,88.5333,13.64,48,99,2.41,IN,1674678539
347,dunedin,-45.8742,170.5036,18.22,77,49,0.89,NZ,1674678540
348,mount pleasant,32.7941,-79.8626,22.27,91,75,7.72,US,1674678540
349,okitipupa,6.5047,4.7839,25.99,84,4,1.56,NG,1674678541
350,linhares,-19.3911,-40.0722,23.74,96,100,2.99,BR,1674678373
351,naze,28.3667,129.4833,5.51,68,76,2.4,JP,1674678542
352,tessaoua,13.7574,7.9874,24.8,11,5,3.93,NE,1674678543
353,coos bay,43.3665,-124.2179,11.19,85,0,1.54,US,1674678544
354,samarai,-10.6167,150.6667,26.64,83,100,3.75,PG,1674678545
355,ascension,30.2169,-90.9001,12.0,65,0,6.69,US,1674678546
356,galesong,-5.3166,119.3661,23.01,86,100,2.58,ID,1674678548
357,graaff-reinet,-32.2522,24.5308,16.07,82,0,4.06,ZA,1674678549
358,saskylakh,71.9167,114.0833,-34.47,99,77,4.02,RU,1674678550
359,tezpur,26.6333,92.8,15.1,57,100,1.07,IN,1674678551
360,rapid valley,44.0625,-103.1463,1.7,68,100,9.26,US,1674678553
361,bonavista,48.6499,-53.1147,-1.96,67,59,9.93,CA,1674678556
362,byron bay,-28.65,153.6167,22.88,91,16,1.98,AU,1674678560
363,deniliquin,-35.5333,144.9667,18.9,65,18,4.57,AU,1674678563
364,port blair,11.6667,92.75,25.68,76,100,3.62,IN,1674678567
365,dickinson,29.4608,-95.0513,12.82,63,20,6.26,US,1674678571
366,goulburn,-34.75,149.7167,16.4,48,0,1.49,AU,1674678363
367,shimoda,34.6667,138.95,-1.61,55,8,6.63,JP,1674678573
368,vostok,46.4856,135.8833,-33.08,99,90,1.64,RU,1674678575
369,benguela,-12.5763,13.4055,26.54,81,51,2.75,AO,1674678576
370,libenge,3.65,18.6333,28.03,24,100,1.09,CD,1674678577
371,ancud,-41.8697,-73.8203,15.55,71,93,5.35,CL,1674678577
372,aleppo,36.25,37.5,9.4,58,0,2.35,SY,1674678578
373,sidi ali,36.0998,0.4206,9.05,78,99,4.85,DZ,1674678578
374,arica,-18.475,-70.3042,28.75,64,0,5.14,CL,1674678579
375,kysyl-syr,63.8986,122.7617,-45.28,100,100,1.59,RU,1674678579
376,maragogi,-9.0122,-35.2225,27.07,65,5,5.78,BR,1674678580
377,tulun,54.5611,100.5792,-25.32,93,25,1.47,RU,1674678580
378,soligalich,59.0778,42.2864,-3.1,95,100,5.86,RU,1674678581
379,erzin,36.9559,36.2,10.71,56,2,2.09,TR,1674678581
380,bowen,-20.0167,148.2333,22.98,88,48,3.44,AU,1674678582
381,jalu,29.0331,21.5482,17.02,35,63,6.4,LY,1674678583
382,mount gambier,-37.8333,140.7667,11.14,86,1,2.07,AU,1674678583
383,chilca,-12.5211,-76.7372,23.59,75,38,3.45,PE,1674678584
384,vangaindrano,-23.35,47.6,24.46,91,100,6.61,MG,1674678584
385,zhezkazgan,47.8043,67.7144,-23.64,99,16,1.72,KZ,1674678585
386,leningradskiy,69.3833,178.4167,-29.96,92,3,2.86,RU,1674678585
387,otavi,-19.65,17.3333,18.79,85,100,3.28,NA,1674678586
388,viedma,-40.8135,-62.9967,29.83,19,6,6.16,AR,1674678586
389,korla,41.7597,86.1469,-9.7,59,2,2.83,CN,1674678587
390,anadyr,64.75,177.4833,-28.72,69,0,9.0,RU,1674678587
391,mandalgovi,45.7625,106.2708,-20.96,79,89,3.28,MN,1674678588
392,punta cardon,11.6581,-70.215,27.38,63,23,13.21,VE,1674678588
393,egvekinot,66.3167,-179.1667,-23.55,69,0,8.26,RU,1674678589
394,vardo,70.3705,31.1107,-1.01,86,20,9.26,NO,1674678589
395,hambantota,6.1241,81.1185,23.51,81,90,4.5,LK,1674678590
396,bacabal,-4.2917,-44.7917,26.45,91,89,2.24,BR,1674678590
397,aguimes,27.9054,-15.4461,16.35,59,40,9.77,ES,1674678591
398,wewak,-3.5534,143.6268,24.97,88,100,1.83,PG,1674678591
399,usinsk,65.9939,57.5281,-7.54,95,100,10.28,RU,1674678592
400,songjianghe,42.1859,127.479,-16.92,95,100,1.92,CN,1674678592
401,riyadh,24.6877,46.7219,14.08,85,96,4.58,SA,1674678465
402,fianarantsoa,-21.4333,47.0833,18.09,98,100,3.3,MG,1674678593
403,shingu,33.7333,135.9833,-1.27,73,10,2.72,JP,1674678593
404,barahona,18.2085,-71.1008,28.9,61,20,7.2,DO,1674678303
405,rantauprapat,2.1,99.8333,21.5,97,97,1.34,ID,1674678594
406,krasnoselkup,65.7,82.4667,-15.74,94,100,8.08,RU,1674678595
407,tanout,14.9709,8.8879,24.08,9,8,4.79,NE,1674678595
408,baruun-urt,46.6806,113.2792,-26.18,93,8,2.8,MN,1674678596
409,college,64.8569,-147.8028,-22.17,77,75,0.0,US,1674678596
410,bodden town,19.2833,-81.25,29.0,65,20,5.66,KY,1674678597
411,sibu,2.3,111.8167,23.17,100,40,2.06,MY,1674678597
412,kirensk,57.7853,108.1119,-21.82,98,100,2.68,RU,1674678598
413,borovskoy,53.8,64.15,-15.9,94,100,3.19,KZ,1674678598
414,ixtapa,20.7,-105.2,24.57,61,0,3.09,MX,1674678599
415,peniche,39.3558,-9.3811,9.4,78,1,5.37,PT,1674678321
416,staryy nadym,65.6118,72.6842,-16.86,95,16,4.5,RU,1674678600
417,coihaique,-45.5752,-72.0662,15.97,55,40,6.17,CL,1674678601
418,ishigaki,24.3448,124.1572,14.07,77,98,3.6,JP,1674678603
419,yarada,17.65,83.2667,17.18,94,20,1.03,IN,1674678606
420,nishihara,26.1842,127.7558,13.6,72,75,4.12,JP,1674678608
421,acarau,-2.8856,-40.12,25.53,81,76,4.15,BR,1674678609
422,maningrida,-12.0667,134.2667,24.94,88,100,2.25,AU,1674678614
423,ukiah,39.1502,-123.2078,20.92,45,0,0.45,US,1674678391
424,delta,5.5,6.0,27.25,77,0,2.41,NG,1674678619
425,nikki,9.9401,3.2108,28.29,13,0,1.77,BJ,1674678621
426,nanakuli,21.3906,-158.1547,25.97,73,0,4.12,US,1674678627
427,zheshart,62.0731,49.5733,0.01,94,100,6.9,RU,1674678629
428,salym,60.0625,71.4789,-11.59,93,100,4.12,RU,1674678637
429,pacifica,37.6138,-122.4869,18.28,41,0,4.47,US,1674678638
430,cutler ridge,25.5783,-80.3377,28.9,69,20,4.63,US,1674678639
431,yaan,7.3833,8.5667,30.14,14,19,1.16,NG,1674678640
432,skagen,57.7209,10.5839,6.49,91,100,8.96,DK,1674678641
433,hualmay,-11.0964,-77.6139,24.24,71,71,3.81,PE,1674678644
434,ostersund,63.1792,14.6357,3.25,87,0,5.36,SE,1674678644
435,abu zabad,12.35,29.25,22.23,16,92,5.04,SD,1674678645
436,machiques,10.0644,-72.545,30.83,51,100,3.19,VE,1674678645
437,sayyan,15.1718,44.3244,11.77,60,16,1.1,YE,1674678646
438,elko,41.0002,-115.5012,0.97,75,97,9.39,US,1674678436
439,sinnamary,5.3833,-52.95,25.23,73,52,2.66,GF,1674678647
440,cayenne,4.9333,-52.3333,27.02,65,75,4.12,GF,1674678607
441,napoleon,41.3923,-84.1252,1.23,100,100,3.9,US,1674678647
442,honiara,-9.4333,159.95,26.27,83,100,1.32,SB,1674678648
443,puerto del rosario,28.5004,-13.8627,16.86,59,75,9.77,ES,1674678648
444,fez,34.0372,-4.9998,5.14,65,40,1.03,MA,1674678367
445,srednekolymsk,67.45,153.6833,-37.26,99,85,1.23,RU,1674678649
446,madimba,-10.4,40.3333,27.0,83,97,5.85,TZ,1674678649
447,aksu,41.1231,80.2644,-12.94,86,88,2.55,CN,1674678650
448,teguldet,57.3064,88.1667,-11.73,94,100,4.8,RU,1674678651
449,tonantins,-2.8731,-67.8022,26.8,92,83,0.78,BR,1674678651
450,point pedro,9.8167,80.2333,24.51,71,81,4.84,LK,1674678652
451,kudahuvadhoo,2.6708,72.8944,26.23,76,100,2.45,MV,1674678652
452,kieta,-6.2167,155.6333,26.68,81,90,0.85,PG,1674678653
453,barranca,-10.75,-77.7667,24.09,68,63,4.26,PE,1674678653
454,dumas,35.8656,-101.9732,3.08,52,0,7.2,US,1674678654
455,constantine,36.365,6.6147,0.67,100,75,1.03,DZ,1674678655
456,alofi,-19.0595,-169.9187,28.94,74,40,3.09,NU,1674678655
457,harper,4.375,-7.7169,26.48,84,80,2.69,LR,1674678656
458,bahia honda,22.9036,-83.1592,28.64,58,10,4.8,CU,1674678656
459,collie,-33.3667,116.15,12.11,89,0,2.56,AU,1674678656
460,longyearbyen,78.2186,15.6401,-9.09,67,75,8.23,SJ,1674678657
461,motygino,58.1831,94.7592,-35.07,100,100,1.28,RU,1674678657
462,palmer,42.1584,-72.3287,2.75,70,100,2.57,US,1674678658
463,miles city,46.4083,-105.8406,1.54,69,100,7.72,US,1674678658
464,kurumkan,54.3,110.3,-26.79,94,100,1.45,RU,1674678659
465,susanville,40.4163,-120.653,4.81,67,0,2.68,US,1674678416
466,sinegorsk,47.1667,142.5,-10.81,91,100,3.86,RU,1674678660
467,maumere,-8.6199,122.2111,25.93,83,100,1.08,ID,1674678660
468,umm lajj,25.0213,37.2685,21.99,63,0,3.29,SA,1674678660
469,atar,20.5169,-13.0499,23.62,14,99,3.9,MR,1674678661
470,itarema,-2.9248,-39.9167,25.36,81,77,3.86,BR,1674678662
471,manvi,15.9833,77.05,18.58,70,4,2.85,IN,1674678665
472,okhotsk,59.3833,143.3,-24.42,78,99,9.48,RU,1674678669
473,wanaka,-44.7,169.15,18.39,54,9,0.89,NZ,1674678671
474,canterbury,51.279,1.0799,5.13,97,100,1.34,GB,1674678562
475,husavik,66.0449,-17.3389,-2.08,71,100,6.36,IS,1674678678
476,raudeberg,61.9875,5.1352,5.37,1,100,6.64,NO,1674678680
477,matay,28.419,30.7792,14.17,52,0,4.04,EG,1674678681
478,bud,39.447,-86.1758,1.62,96,100,5.29,US,1674678686
479,puri,19.8,85.85,22.69,68,6,1.56,IN,1674678688
480,pafos,34.7667,32.4167,10.88,76,20,3.6,CY,1674678690
481,diffa,13.3154,12.6113,23.85,10,58,2.52,NE,1674678691
482,neftcala,39.3742,49.2472,4.77,71,19,1.69,AZ,1674678693
483,mina,26.0011,-100.5299,19.01,8,9,1.62,MX,1674678697
484,valle de allende,26.9333,-105.4,17.17,8,14,2.09,MX,1674678699
485,qasigiannguit,68.8193,-51.1922,-2.86,96,98,2.88,GL,1674678700
486,coahuayana,18.7333,-103.6833,30.38,36,2,3.4,MX,1674678701
487,coquimbo,-29.9533,-71.3436,20.85,68,20,5.66,CL,1674678702
488,opuwo,-18.0607,13.84,23.18,60,97,0.82,NA,1674678702
489,linxia,35.6003,103.2064,-8.69,51,98,0.75,CN,1674678703
490,mana,5.6592,-53.7767,25.16,70,31,2.67,GF,1674678703
491,popondetta,-8.7537,148.2534,23.75,93,100,0.64,PG,1674678704
492,assiniboia,49.6334,-105.9845,-3.1,80,100,6.17,CA,1674678545
493,beyneu,45.3167,55.2,-4.25,64,0,3.21,KZ,1674678705
494,viradouro,-20.8731,-48.2969,26.23,79,1,1.91,BR,1674678705
495,lewisville,33.0462,-96.9942,6.78,76,100,6.17,US,1674678657
496,syamzha,60.0158,41.0614,-0.44,96,100,6.29,RU,1674678706
497,saint-augustin,51.226,-58.6502,-17.14,73,5,5.73,CA,1674678707
498,malatya,38.5,38.0,-1.97,80,100,0.0,TR,1674678707
499,xining,36.6167,101.7667,-8.77,24,100,0.19,CN,1674678708
500,dauphin,51.1494,-100.0502,-6.92,79,100,5.66,CA,1674678708
501,kavaratti,10.5669,72.642,26.48,78,87,6.99,IN,1674678709
502,bom jesus,-9.0744,-44.3586,29.81,52,56,1.6,BR,1674678709
503,frutal,-20.0247,-48.9406,26.62,77,6,2.97,BR,1674678710
504,karaton,-6.3424,106.1045,22.93,94,100,1.51,ID,1674678710
505,fortuna,40.5982,-124.1573,14.99,56,0,0.0,US,1674678711
506,hit,33.6416,42.8251,10.99,33,1,2.75,IQ,1674678712
507,brae,60.3964,-1.353,6.35,76,38,8.47,GB,1674678712
508,ende,-8.8432,121.6623,25.4,86,100,1.38,ID,1674678713
509,nuuk,64.1835,-51.7216,-1.19,97,100,11.38,GL,1674678696
510,athabasca,54.7169,-113.2854,-0.77,94,96,2.49,CA,1674678613
511,zhuhai,22.2769,113.5678,12.88,71,40,5.66,CN,1674678714
512,roald,62.5833,6.1333,8.2,87,40,4.63,NO,1674678714
513,sao miguel do araguaia,-13.275,-50.1628,26.67,85,84,1.41,BR,1674678715
514,jining,35.405,116.5814,-6.36,49,100,1.15,CN,1674678715
515,shieli,44.1667,66.75,-4.55,77,55,2.82,KZ,1674678716
516,arlit,18.7369,7.3853,25.5,11,22,3.43,NE,1674678716
517,ketchikan,55.3422,-131.6461,7.26,93,100,8.75,US,1674678717
518,inhambane,-23.865,35.3833,25.86,74,1,7.21,MZ,1674678717
519,mercedes,-34.6515,-59.4307,34.92,22,8,4.42,AR,1674678718
520,wajir,1.7471,40.0573,29.4,29,2,4.43,KE,1674678718
521,maraa,-1.8333,-65.3667,28.14,68,99,0.6,BR,1674678719
522,bridlington,54.0831,-0.1919,5.5,80,7,8.24,GB,1674678719
523,sao sebastiao,-23.76,-45.4097,26.17,77,9,2.74,BR,1674678720
524,los llanos de aridane,28.6585,-17.9182,16.86,76,75,6.26,ES,1674678720
525,gushikawa,26.3544,127.8686,13.57,82,40,2.57,JP,1674678721
526,victor harbor,-35.5667,138.6167,15.93,81,90,5.21,AU,1674678721
527,slobozia,46.7281,29.7078,1.94,68,98,2.28,MD,1674678722
528,chandbali,20.7833,86.7667,18.52,82,3,2.38,IN,1674678635
529,leiyang,26.4024,112.8591,4.55,62,0,0.77,CN,1674678725
530,mokobeng,-22.9965,27.6678,24.62,46,4,8.6,BW,1674678726
531,port moresby,-9.4431,147.1797,23.68,94,75,2.57,PG,1674678727
532,wanning,18.8003,110.3967,15.42,93,30,2.73,CN,1674678728
533,dayong,25.0209,118.2898,5.58,69,0,1.31,CN,1674678729
534,zhifang,30.35,114.3167,-1.01,52,0,1.89,CN,1674678730
535,linjiang,41.8069,126.9078,-14.61,98,100,0.4,CN,1674678732
536,malanville,11.8685,3.3899,27.36,10,2,3.02,BJ,1674678734
537,surt,31.2089,16.5887,16.31,63,74,5.46,LY,1674678735
538,nha trang,12.25,109.1833,23.0,85,100,3.34,VN,1674678736
539,boden,65.8252,21.6886,1.0,96,98,2.11,SE,1674678737
540,aripuana,-9.1667,-60.6333,27.05,80,90,1.18,BR,1674678737
541,ust-ishim,57.6935,71.1665,-11.35,95,100,3.68,RU,1674678738
542,san juan,-31.5375,-68.5364,33.98,24,0,2.29,AR,1674678738
543,ambunti,-4.2365,142.8448,22.97,99,100,0.65,PG,1674678739
544,straza,45.78,15.0728,2.76,97,100,1.08,SI,1674678739
545,podlesnoye,51.8161,47.009,-14.43,92,7,1.4,RU,1674678740
546,carndonagh,55.25,-7.2667,9.03,74,69,6.65,IE,1674678741
547,plouzane,48.3833,-4.6167,7.1,87,100,3.09,FR,1674678741
548,kangaatsiaq,68.3065,-53.4641,-5.84,87,100,3.21,GL,1674678742
549,jutai,-5.1833,-68.9,25.11,95,95,1.43,BR,1674678743
550,bonfim,3.0833,-59.95,32.43,30,10,4.7,BR,1674678743
551,bardiyah,31.7561,25.0865,15.06,71,3,6.61,LY,1674678744
552,mopipi,-21.1833,24.8833,26.79,32,42,7.68,BW,1674678744
553,dehui,44.5333,125.7,-22.01,96,7,1.16,CN,1674678745
554,bilgoraj,50.5411,22.722,-0.19,71,100,2.44,PL,1674678746
555,taraza,7.5836,-75.4007,30.9,63,96,1.59,CO,1674678746
556,analipsis,35.3167,25.5667,13.39,81,51,1.55,GR,1674678747
557,borogontsy,62.6683,131.1683,-47.51,99,100,1.24,RU,1674678748
